Lambda_GeV,mrho_GeV,theta_rad,theta_deg,Deltakappa_pct,sigmaBR_WW_fb,fk_profile
2576.923076923077,1358.974358974359,-0.5612634877952002,-32.15802904545736,-15.341671236560195,8.254850290812307,fk_minus30pct
2666.6666666666665,1358.974358974359,-0.5743466811896609,-32.907640809513396,-16.04525792004676,8.550280620246633,fk_minus30pct
2756.4102564102564,1358.974358974359,-0.5864440159492387,-33.600767034594114,-16.708616777168363,8.826561497796865,fk_minus30pct
2846.1538461538457,1358.974358974359,-0.5976324759734056,-34.241818573229715,-17.332989478909987,9.084602879909424,fk_minus30pct
2935.8974358974356,1358.974358974359,-0.6079853761204785,-34.83499605737737,-17.919953382628716,9.325413307936454,fk_minus30pct
3025.6410256410254,1358.974358974359,-0.6175716273663356,-35.384247795117005,-18.471297455803214,9.550047294374666,fk_minus30pct
3115.3846153846152,1358.974358974359,-0.6264553703963998,-35.89324877701844,-18.98892722957809,9.759567124572536,fk_minus30pct
3205.128205128205,1358.974358974359,-0.634695869439277,-36.3653945932569,-19.474793735198226,9.955016040230534,fk_minus30pct
3294.871794871795,1358.974358974359,-0.6423475833804766,-36.80380550812905,-19.930841715409798,10.137400179328269,fk_minus30pct
3384.6153846153848,1358.974358974359,-0.6494603522202851,-37.21133714330224,-20.35897298842766,10.30767710301353,fk_minus30pct
3474.358974358974,1358.974358974359,-0.6560796537249696,-37.590595182845256,-20.76102150257022,10.46674917472981,fk_minus30pct
3564.102564102564,1358.974358974359,-0.6622468981064934,-37.94395225713234,-21.138737259447293,10.615460438574937,fk_minus30pct
3653.846153846154,1358.974358974359,-0.6679997383707489,-38.273565724487106,-21.49377685582621,10.754595962376268,fk_minus30pct
3743.5897435897436,1358.974358974359,-0.673372381229751,-38.581395485139026,-21.827698881633516,10.884882867672815,fk_minus30pct
3833.333333333333,1358.974358974359,-0.6783958887476553,-38.86922126426718,-22.14196281307348,11.006992470589532,fk_minus30pct
3923.076923076923,1358.974358974359,-0.6830984646605639,-39.138659016916726,-22.437930362932413,11.12154311323564,fk_minus30pct
4012.8205128205127,1358.974358974359,-0.6875057219583538,-39.39117625930832,-22.716868505546294,11.229103383510921,fk_minus30pct
4102.5641025641025,1358.974358974359,-0.6916409301409321,-39.62810623557802,-22.979953593049807,11.330195509918527,fk_minus30pct
4192.3076923076915,1358.974358974359,-0.6955252417880786,-39.850660899273024,-23.228276133070125,11.425298783799622,fk_minus30pct
4282.051282051281,1358.974358974359,-0.6991778988811167,-40.05994273471263,-23.462845915306254,11.514852909724448,fk_minus30pct
4371.794871794871,1358.974358974359,-0.70261641981144,-40.25695547178755,-23.684597263264486,11.599261219874387,fk_minus30pct
4461.538461538461,1358.974358974359,-0.7058567682970298,-40.442613764163454,-23.8943942541753,11.678893713456835,fk_minus30pct
4551.282051282051,1358.974358974359,-0.7089135055697733,-40.61775190897199,-24.09303579989144,11.754089900059796,fk_minus30pct
4641.025641025641,1358.974358974359,-0.7117999272411122,-40.7831316886348,-24.28126051837147,11.825161438310312,fk_minus30pct
4730.7692307692305,1358.974358974359,-0.7145281862350263,-40.93944941440469,-24.45975135231525,11.892394569705036,fk_minus30pct
4820.51282051282,1358.974358974359,-0.7171094031192332,-41.08734224787766,-24.629139911049492,11.956052353118439,fk_minus30pct
4910.25641025641,1358.974358974359,-0.7195537650842239,-41.227393872073925,-24.790010525719108,12.016376709070276,fk_minus30pct
5000.0,1358.974358974359,-0.7218706147265792,-41.36013957834728,-24.94290401763404,12.0735902849441,fk_minus30pct
1500.0,1538.4615384615386,-0.25092493652716746,-14.376939837594763,-3.131682567153815,2.2582143623213895,fk_minus30pct
1589.7435897435898,1538.4615384615386,-0.2761695566514522,-15.823350026127303,-3.78930500583764,2.4761517693143396,fk_minus30pct
1679.4871794871794,1538.4615384615386,-0.30127191271655285,-17.261609084492193,-4.504015943530925,2.711324931955679,fk_minus30pct
1769.2307692307693,1538.4615384615386,-0.3259969996461708,-18.678252213653376,-5.26680952652645,2.9603850797721316,fk_minus30pct
1858.974358974359,1538.4615384615386,-0.3501383524216325,-20.06144983942377,-6.067473688495461,3.2196617657207036,fk_minus30pct
1948.7179487179487,1538.4615384615386,-0.3735234824381777,-21.401319092736504,-6.895258476414135,3.4854071183596127,fk_minus30pct
2038.4615384615386,1538.4615384615386,-0.3960163955715172,-22.69006808423124,-7.739502966388456,3.75401367936154,fk_minus30pct
2128.205128205128,1538.4615384615386,-0.4175174203232225,-23.92198605771027,-8.590157668804332,4.0221850568704145,fk_minus30pct
2217.948717948718,1538.4615384615386,-0.43796087753060536,-25.093309874349615,-9.438167563542654,4.2870501946367146,fk_minus30pct
2307.6923076923076,1538.4615384615386,-0.45731126442192893,-26.20200537516773,-10.275708375644331,4.546222366436837,fk_minus30pct
2397.4358974358975,1538.4615384615386,-0.47555862343291544,-27.247502033757268,-11.096289709331353,4.797811141817678,fk_minus30pct
2487.1794871794873,1538.4615384615386,-0.49271366622475654,-28.230413583096087,-11.89475101403551,5.040399083721316,fk_minus30pct
2576.923076923077,1538.4615384615386,-0.5088030770294438,-29.152268917056855,-12.667180709081782,5.272995428371493,fk_minus30pct
2666.6666666666665,1538.4615384615386,-0.523865268151096,-30.015268898546946,-13.410787324220019,5.494977516617367,fk_minus30pct
2756.4102564102564,1538.4615384615386,-0.5379467298466042,-30.822077223074697,-14.123746730572806,5.706028333061106,fk_minus30pct
2846.1538461538457,1538.4615384615386,-0.5510990179813205,-31.57564782413393,-14.805043534483708,5.906075942239693,fk_minus30pct
2935.8974358974356,1538.4615384615386,-0.5633763565867604,-32.27908750987867,-15.454318885515338,6.095238349483323,fk_minus30pct
3025.6410256410254,1538.4615384615386,-0.5748337938697207,-32.93555031022813,-16.071732049481568,6.273775553047405,fk_minus30pct
3115.3846153846152,1538.4615384615386,-0.5855258324201124,-33.54815899355675,-16.657839369775907,6.442049314441076,fk_minus30pct
3205.128205128205,1538.4615384615386,-0.5955054505798011,-34.11994899525902,-17.213491641109812,6.6004903844798894,fk_minus30pct
3294.871794871795,1538.4615384615386,-0.6048234366074521,-34.6538302682053,-17.739749262700478,6.749572479339562,fk_minus30pct
3384.6153846153848,1538.4615384615386,-0.6135279663228367,-35.15256308354305,-18.237813595691843,6.889792100803595,fk_minus30pct
3474.358974358974,1538.4615384615386,-0.6216643656074183,-35.618744422982836,-18.708972509622555,7.02165325193786,fk_minus30pct
3564.102564102564,1538.4615384615386,-0.6292750098115676,-36.054802215256295,-19.154557991016286,7.145656148827652,fk_minus30pct
3653.846153846154,1538.4615384615386,-0.6363993218697317,-36.462995228123255,-19.575913773012076,7.2622891257462205,fk_minus30pct
3743.5897435897436,1538.4615384615386,-0.6430738393531577,-36.84541691020984,-19.97437113673928,7.372023046025091,fk_minus30pct
3833.333333333333,1538.4615384615386,-0.6493323277013705,-37.20400187869424,-20.351231272396653,7.475307646459633,fk_minus30pct
3923.076923076923,1538.4615384615386,-0.6552059225443452,-37.540534073766494,-20.707752833299132,7.572569349799087,fk_minus30pct
4012.8205128205127,1538.4615384615386,-0.6607232885141114,-37.85665585786321,-21.04514354815471,7.6642101733927355,fk_minus30pct
4102.5641025641025,1538.4615384615386,-0.6659107854317412,-38.15387753748052,-21.36455496480406,7.750607441175267,fk_minus30pct
4192.3076923076915,1538.4615384615386,-0.6707926354249603,-38.43358693830794,-21.667079578550453,7.832114071412761,fk_minus30pct
4282.051282051281,1538.4615384615386,-0.6753910865469742,-38.69705877989654,-21.95374974991867,7.909059265404679,fk_minus30pct
4371.794871794871,1538.4615384615386,-0.6797265699689149,-38.94546368212267,-22.22553794223271,7.981749464390576,fk_minus30pct
4461.538461538461,1538.4615384615386,-0.6838178489226365,-39.17987669898162,-22.48335791180327,8.050469475013113,fk_minus30pct
4551.282051282051,1538.4615384615386,-0.6876821583709739,-39.40128532110388,-22.72806656607711,8.115483689479145,fk_minus30pct
4641.025641025641,1538.4615384615386,-0.6913353349529994,-39.61059692106997,-22.960466271037017,8.177037346472087,fk_minus30pct
4730.7692307692305,1538.4615384615386,-0.6947919371500073,-39.80864563841417,-23.18130744138299,8.235357794113702,fk_minus30pct
4820.51282051282,1538.4615384615386,-0.698065355888345,-39.99619871669996,-23.391291288126215,8.290655727851487,fk_minus30pct
4910.25641025641,1538.4615384615386,-0.701167915971763,-40.17396231516557,-23.591072630359346,8.343126384868352,fk_minus30pct
5000.0,1538.4615384615386,-0.7041109688443377,-40.34258682364795,-23.781262702932704,8.392950683121006,fk_minus30pct
1500.0,1717.9487179487178,-0.20702836085380322,-11.861851316434352,-2.1353936904669024,1.7208294111205376,fk_minus30pct
1589.7435897435898,1717.9487179487178,-0.229265764222089,-13.135960676767128,-2.616647820815121,1.8366565694894728,fk_minus30pct
1679.4871794871794,1717.9487179487178,-0.2517768011920668,-14.425748087609822,-3.1528695146526675,1.9650406573559778,fk_minus30pct
1769.2307692307693,1717.9487179487178,-0.2743712163261918,-15.7203127153617,-3.7404248358876235,2.1049013095571527,fk_minus30pct
1858.974358974359,1717.9487179487178,-0.29686556024763633,-17.009143684976227,-4.374191505712332,2.25480789804194,fk_minus30pct
1948.7179487179487,1717.9487179487178,-0.3190890765791537,-18.28245737671223,-5.047842973866445,2.41306287511793,fk_minus30pct
2038.4615384615386,1717.9487179487178,-0.34088856896841896,-19.531476286144688,-5.754203289232073,2.5778002560519884,fk_minus30pct
2128.205128205128,1717.9487179487178,-0.36213190616554414,-20.748629850313232,-6.485631819895909,2.747087714574612,fk_minus30pct
2217.948717948718,1717.9487179487178,-0.38271002097872725,-21.927668979444267,-7.234397560032035,2.9190216310537447,fk_minus30pct
2307.6923076923076,1717.9487179487178,-0.40253744976529543,-23.06369696751082,-7.993009961173536,3.0918069824250427,fk_minus30pct
2397.4358974358975,1717.9487179487178,-0.42155160889004945,-24.153128036349386,-8.754484330389921,3.2638173570971833,fk_minus30pct
2487.1794871794873,1717.9487179487178,-0.43971109565757616,-25.193589986252334,-9.512531877855501,3.433633758885449,fk_minus30pct
2576.923076923077,1717.9487179487178,-0.45699333277161774,-26.18378923343127,-10.26167504369372,3.6000635996200483,fk_minus30pct
2666.6666666666665,1717.9487179487178,-0.47339185874262435,-27.123355561805617,-10.997296377618348,3.7621430662819493,fk_minus30pct
2756.4102564102564,1717.9487179487178,-0.48891351884460943,-28.012681176685962,-11.715633610276255,3.9191268780663187,fk_minus30pct
2846.1538461538457,1717.9487179487178,-0.5035757491326392,-28.852765090438954,-12.41373502816594,4.07046950677941,fk_minus30pct
2935.8974358974356,1717.9487179487178,-0.517404083005355,-29.645070259043365,-13.089388619871267,4.215801482359507,fk_minus30pct
3025.6410256410254,1717.9487179487178,-0.5304299543397776,-30.39139771098622,-13.741036548206853,4.354903695551762,fk_minus30pct
3115.3846153846152,1717.9487179487178,-0.5426888273898154,-31.093779398340054,-14.36768404329788,4.487681836104803,fk_minus30pct
3205.128205128205,1717.9487179487178,-0.5542186521767088,-31.754389697154373,-14.968809320542508,4.6141423917150295,fk_minus30pct
3294.871794871795,1717.9487179487178,-0.5650586237571879,-32.375474318757576,-15.544278911473896,4.734371043283378,fk_minus30pct
3384.6153846153848,1717.9487179487178,-0.575248212357032,-32.95929474050327,-16.094270994424754,4.848513844345651,fk_minus30pct
3474.358974358974,1717.9487179487178,-0.5848264265415973,-33.508085988551194,-16.619207951585757,4.956761258187736,fk_minus30pct
3564.102564102564,1717.9487179487178,-0.5938312712313214,-34.02402558444318,-17.11969841981694,5.059334923350767,fk_minus30pct
3653.846153846154,1717.9487179487178,-0.6022993647433205,-34.509211603202836,-17.59648847481923,5.156476901285615,fk_minus30pct
3743.5897435897436,1717.9487179487178,-0.6102656828780073,-34.965648010578924,-18.05042121566538,5.248441104633534,fk_minus30pct
3833.333333333333,1717.9487179487178,-0.6177634024956347,-35.395235700641415,-18.482403829001047,5.335486590744633,fk_minus30pct
3923.076923076923,1717.9487179487178,-0.6248238214812842,-35.799767910113175,-18.893381151015365,5.417872416967654,fk_minus30pct
4012.8205128205127,1717.9487179487178,-0.6314763361513628,-36.180928923857536,-19.284314765189293,5.495853780624811,fk_minus30pct
4102.5641025641025,1717.9487179487178,-0.637748460845506,-36.54029519741172,-19.656166741537508,5.569679199667524,fk_minus30pct
4192.3076923076915,1717.9487179487178,-0.6436658776159389,-36.87933820397746,-20.00988721526513,5.639588524783654,fk_minus30pct
4282.051282051281,1717.9487179487178,-0.649252506576981,-37.19942846515073,-20.346405103955778,5.7058116071811416,fk_minus30pct
4371.794871794871,1717.9487179487178,-0.6545305896510856,-37.50184034921636,-20.666621362838377,5.768567476771624,fk_minus30pct
4461.538461538461,1717.9487179487178,-0.6595207822016794,-37.787757321323014,-20.97140427167018,5.828063912294186,fk_minus30pct
4551.282051282051,1717.9487179487178,-0.6642422484389716,-38.058277409833366,-21.261586331409777,5.8844973078930956,fk_minus30pct
4641.025641025641,1717.9487179487178,-0.6687127575826664,-38.31441871604172,-21.537962423025615,5.938052759963932,fk_minus30pct
4730.7692307692305,1717.9487179487178,-0.6729487786194445,-38.557124843377736,-21.801288944494058,5.988904314052204,fk_minus30pct
4820.51282051282,1717.9487179487178,-0.6769655721503934,-38.78727015987656,-22.052283695923435,6.037215324641059,fk_minus30pct
4910.25641025641,1717.9487179487178,-0.6807772783242458,-39.005664836382266,-22.291626327763947,6.0831388912258095,fk_minus30pct
5000.0,1717.9487179487178,-0.684397000229404,-39.21305962455888,-22.519959204313032,6.126818342544621,fk_minus30pct
1500.0,1897.4358974358975,-0.17273720059997139,-9.897112559283032,-1.4882010669418078,1.4702879073153137,fk_minus30pct
1589.7435897435898,1897.4358974358975,-0.19208779012800697,-11.005819670329519,-1.8392202545252867,1.533449540051725,fk_minus30pct
1679.4871794871794,1897.4358974358975,-0.21192295535794356,-12.142290923949522,-2.2371752370054954,1.6047840016778143,fk_minus30pct
1769.2307692307693,1897.4358974358975,-0.2321040593668851,-13.298583009576419,-2.6815438126344127,1.68409576713086,fk_minus30pct
1858.974358974359,1897.4358974358975,-0.2524893954128114,-14.4665767289639,-3.170646615147532,1.770974069407754,fk_minus30pct
1948.7179487179487,1897.4358974358975,-0.27293807639893003,-15.638199846077914,-3.7016939618962463,1.864807241834117,fk_minus30pct
2038.4615384615386,1897.4358974358975,-0.29331392304310094,-16.80564986279471,-4.270900817430256,1.964810008394463,fk_minus30pct
2128.205128205128,1897.4358974358975,-0.313489056536443,-17.961599863076238,-4.87365914021185,2.0700610586925796,fk_minus30pct
2217.948717948718,1897.4358974358975,-0.33334694217708527,-19.09937290033848,-5.50475065142707,2.17954711231992,fk_minus30pct
2307.6923076923076,1897.4358974358975,-0.35278470265183465,-20.213074538727827,-6.158579656509167,2.2922091880688966,fk_minus30pct
2397.4358974358975,1897.4358974358975,-0.3717146086320174,-21.297678257971754,-6.829405349749107,2.4069869830006554,fk_minus30pct
2487.1794871794873,1897.4358974358975,-0.39006474373527666,-22.349063552883372,-7.511555689926808,2.5228580156205367,fk_minus30pct
2576.923076923077,1897.4358974358975,-0.4077789166850041,-23.364010900467562,-8.199609555811671,2.6388692753211793,fk_minus30pct
2666.6666666666665,1897.4358974358975,-0.4248159468547306,-24.340160824629944,-8.888539354062875,2.7541602985878892,fk_minus30pct
2756.4102564102564,1897.4358974358975,-0.44114847747608776,-25.275945898001886,-9.573811523819165,2.8679776515297686,fk_minus30pct
2846.1538461538457,1897.4358974358975,-0.4567614758406315,-26.1705048098349,-10.251446723027524,2.9796816050914403,fk_minus30pct
2935.8974358974356,1897.4358974358975,-0.4716505672507751,-27.023586908420615,-10.918044521789849,3.088746294393992,fk_minus30pct
3025.6410256410254,1897.4358974358975,-0.48582032585224943,-27.83545427300429,-11.570779128250141,3.1947548750618533,fk_minus30pct
3115.3846153846152,1897.4358974358975,-0.4992826169634591,-28.60678673625309,-12.207373220929052,3.2973911860255862,fk_minus30pct
3205.128205128205,1897.4358974358975,-0.5120550569074921,-29.338593639130487,-12.826056658373764,3.396429274042101,fk_minus30pct
3294.871794871795,1897.4358974358975,-0.5241596307959091,-30.032134635741045,-13.425516000750992,3.4917218999141046,fk_minus30pct
3384.6153846153848,1897.4358974358975,-0.5356214878298887,-30.68885066917041,-14.004839684416536,3.5831888855278438,fk_minus30pct
3474.358974358974,1897.4358974358975,-0.5464679179209249,-31.31030533617048,-14.563462545847461,3.6708059120774683,fk_minus30pct
3564.102564102564,1897.4358974358975,-0.5567275024695746,-31.89813623036574,-15.101112329349576,3.754594164664943,fk_minus30pct
