Lambda_GeV,mrho_GeV,theta_rad,theta_deg,Deltakappa_pct,sigmaBR_WW_fb
3025.6410256410254,1358.974358974359,-0.6656431501423257,-38.138543164948246,-21.348023926420133,7.13597074860852
3115.3846153846152,1358.974358974359,-0.6722067485131554,-38.51460965001573,-21.75506014132117,7.2353678466139835
3205.128205128205,1358.974358974359,-0.6782619150830029,-38.8615451387167,-22.133556062802384,7.327332729991031
3294.871794871795,1358.974358974359,-0.6838574167388753,-39.18214376785665,-22.485857697324995,7.412532350578232
3384.6153846153848,1358.974358974359,-0.6890367156621741,-39.478895736998325,-22.814117662564982,7.491570097028298
3474.358974358974,1358.974358974359,-0.6938385688537101,-39.75402165871476,-23.12030528023703,7.564990960138283
3564.102564102564,1358.974358974359,-0.6982975676575582,-40.00950347102914,-23.406218458052365,7.633286721322491
3653.846153846154,1358.974358974359,-0.7024446192385494,-40.24711202404299,-23.673496350867353,7.6969009674676006
3743.5897435897436,1358.974358974359,-0.7063073737293245,-40.46843155365961,-23.9236321284104,7.756233817669785
3833.333333333333,1358.974358974359,-0.7099106016229288,-40.674881304586954,-24.15798541587605,7.811646302407708
3923.076923076923,1358.974358974359,-0.7132765262795935,-40.867734581572854,-24.37779414092478,7.863464371789319
4012.8205128205127,1358.974358974359,-0.7164251163642933,-41.0481355048429,-24.584185636212432,7.911982532509123
4102.5641025641025,1358.974358974359,-0.719374342781363,-41.21711373136948,-24.77818692521696,7.957467127226917
4192.3076923076915,1358.974358974359,-0.7221404043186344,-41.375597383328596,-24.960734171564724,8.000159278142299
4282.051282051281,1358.974358974359,-0.7247379258162138,-41.5244244023344,-25.132681306049566,8.040277520616922
4371.794871794871,1358.974358974359,-0.7271801322710427,-41.664352524895705,-25.29480786666687,8.07802015418401
4461.538461538461,1358.974358974359,-0.7294790018994308,-41.79606805225315,-25.447826099238625,8.113567338136498
4551.282051282051,1358.974358974359,-0.7316454008176871,-41.92019356701094,-25.592387372418234,8.147082957747777
4641.025641025641,1358.974358974359,-0.7336892016713406,-42.037294730090515,-25.72908796303951,8.178716285484537
4730.7692307692305,1358.974358974359,-0.7356193882479207,-42.14788627460137,-25.858474267316154,8.208603459605195
4820.51282051282,1358.974358974359,-0.7374441478461992,-42.25243729820871,-25.98104749128852,8.23686880048338
4910.25641025641,1358.974358974359,-0.7391709529442041,-42.35137594236607,-26.09726787082839,8.263625982969495
5000.0,1358.974358974359,-0.7408066335065756,-42.44509353522154,-26.207558467910996,8.288979081173194
1500.0,1538.4615384615386,-0.3324130134884234,-19.045862728111967,-5.474233013901985,2.342353509956405
1589.7435897435898,1538.4615384615386,-0.3609595209344934,-20.681457124610557,-6.444162160261701,2.538051532134662
1679.4871794871794,1538.4615384615386,-0.3883320115114406,-22.249785309431246,-7.445807717086616,2.738030329791954
1769.2307692307693,1538.4615384615386,-0.4143329193675587,-23.73952759309536,-8.46149229433648,2.9386139797965507
1858.974358974359,1538.4615384615386,-0.4388358619398259,-25.143442788137698,-9.47530976169606,3.136621662401505
1948.7179487179487,1538.4615384615386,-0.4617772255447644,-26.45788609897571,-10.473791307963953,3.329478677751137
2038.4615384615386,1538.4615384615386,-0.48314506357749565,-27.682173035570333,-11.446178651051763,3.5152397127555344
2128.205128205128,1538.4615384615386,-0.5029672982405143,-28.81790342227923,-12.384389807161389,3.6925489046039113
2217.948717948718,1538.4615384615386,-0.5213006275679449,-29.86832581716442,-13.28278101606638,3.860562635707239
2307.6923076923076,1538.4615384615386,-0.53822093574814,-30.837788063950278,-14.137799550881969,4.018856702771454
2397.4358974358975,1538.4615384615386,-0.553815519089965,-31.731291872701867,-14.947600179932996,4.167333085356386
2487.1794871794873,1538.4615384615386,-0.5681771132311919,-32.55415060407398,-15.711673604365018,4.306135370815487
2576.923076923077,1538.4615384615386,-0.5813995242476269,-33.31173895030299,-16.43051417984882,4.435577082198702
2666.6666666666665,1538.4615384615386,-0.5935745895904723,-34.00931880974403,-17.10533877314472,4.556083927132086
2756.4102564102564,1538.4615384615386,-0.6047901852268982,-34.65192510443658,-17.737858578670828,4.668149108908004
2846.1538461538457,1538.4615384615386,-0.6151290219409233,-35.24429681322512,-18.330100020562355,4.772299941335443
2935.8974358974356,1538.4615384615386,-0.6246680154213553,-35.790840880456685,-18.88426819163739,4.869073731868532
3025.6410256410254,1538.4615384615386,-0.633478059009385,-36.29561919537708,-19.402645509661532,4.959000971094581
3115.3846153846152,1538.4615384615386,-0.6416240683736433,-36.762351151823125,-19.887518572143026,5.042594107362491
3205.128205128205,1538.4615384615386,-0.6491652013267281,-37.19442624278191,-20.34112700919679,5.120340481726404
3294.871794871795,1538.4615384615386,-0.6561551830478765,-37.5949226942773,-20.765629131368758,5.192698289695159
3384.6153846153848,1538.4615384615386,-0.6626426877407445,-37.96662933274996,-21.163080157671565,5.260094693991257
3474.358974358974,1538.4615384615386,-0.6686717432492991,-38.31206876784024,-21.53541969671693,5.32292542691002
3564.102564102564,1538.4615384615386,-0.6742821364545549,-38.633520619910264,-21.8844659062851,5.381555392167137
3653.846153846154,1538.4615384615386,-0.6795098053531109,-38.93304398448933,-22.21191437088215,5.436319909151851
3743.5897435897436,1538.4615384615386,-0.6843872093858464,-39.21249865054516,-22.519340225098826,5.487526343641935
3833.333333333333,1538.4615384615386,-0.6889436734843708,-39.47356481289349,-22.808202431219883,5.535455944656609
3923.076923076923,1538.4615384615386,-0.6932057039265961,-39.71776116938928,-23.07984941183715,5.58036576288432
4012.8205128205127,1538.4615384615386,-0.6971972758099244,-39.94646139192707,-23.33552545999361,5.622490566738209
4102.5641025641025,1538.4615384615386,-0.700940093032072,-40.160909022245015,-23.576377515935764,5.662044701332943
4192.3076923076915,1538.4615384615386,-0.7044538223119496,-40.36223088033354,-23.803462023493516,5.699223856478215
4282.051282051281,1538.4615384615386,-0.7077563031268904,-40.55144909295257,-24.017751670540555,5.734206724386906
4371.794871794871,1538.4615384615386,-0.7108637355874603,-40.729491858065174,-24.22014188484396,5.7671565378861605
4461.538461538461,1538.4615384615386,-0.7137908482869035,-40.89720306190242,-24.411457005024616,5.798222486752528
4551.282051282051,1538.4615384615386,-0.7165510480973452,-41.05535086165354,-24.592456081014546,5.8275410142937005
4641.025641025641,1538.4615384615386,-0.7191565537723497,-41.20463534032868,-24.76383828287624,5.855236999147623
4730.7692307692305,1538.4615384615386,-0.7216185150776597,-41.34569533244746,-24.926247913828746,5.881424828957958
4820.51282051282,1538.4615384615386,-0.7239471190237405,-41.479114510715405,-25.080279034817476,5.9062093734700785
4910.25641025641,1538.4615384615386,-0.726151684624667,-41.605426815308206,-25.226479715472294,5.929686864930533
5000.0,1538.4615384615386,-0.7282407474638593,-41.725121299131544,-25.365355930936072,5.951945693647976
1500.0,1717.9487179487178,-0.2803065691452491,-16.060383381814756,-3.9029328965091703,1.7896463715401525
1589.7435897435898,1717.9487179487178,-0.30709470191085714,-17.595230330320213,-4.678416429286136,1.9040095661231633
1679.4871794871794,1717.9487179487178,-0.3333931591057024,-19.102020935290298,-5.506263005176015,2.0250723251255085
1769.2307692307693,1717.9487179487178,-0.35896002802711907,-20.566894619851666,-6.373732716440628,2.150796486509976
1858.974358974359,1717.9487179487178,-0.3835991820606916,-21.97861415674811,-7.267638684676125,2.2791390738898776
1948.7179487179487,1717.9487179487178,-0.4071624861255989,-23.328692031050757,-8.175181129234854,2.4081799607850534
2038.4615384615386,1717.9487179487178,-0.4295482431112105,-24.6113014275318,-9.084601882759957,2.536214883826649
2128.205128205128,1717.9487179487178,-0.45069684531266907,-25.823027076276457,-9.98562199419818,2.6618103546548904
2217.948717948718,1717.9487179487178,-0.4705847232780792,-26.962518547165686,-10.869667735714438,2.783823935547121
2307.6923076923076,1717.9487179487178,-0.4892175878358726,-28.03010304656614,-11.729918807609675,2.901397395222299
2397.4358974358975,1717.9487179487178,-0.506623737437735,-29.027401956326177,-12.561225519078778,3.013931558133138
2487.1794871794873,1717.9487179487178,-0.5228479428139178,-29.956980450334907,-13.359942396948732,3.1210509932157406
2576.923076923077,1717.9487179487178,-0.5379461855624599,-30.82204603789037,-14.123718842891918,3.222564993367384
2666.6666666666665,1717.9487179487178,-0.5519813461555654,-31.626201504663644,-14.851277498560368,3.3184293292312472
2756.4102564102564,1717.9487179487178,-0.5650198154821768,-32.37325076838926,-15.542200926502069,3.4087114836372185
2846.1538461538457,1717.9487179487178,-0.5771289344190949,-33.067052177096606,-16.196738706977996,3.4935606908004577
2935.8974358974356,1717.9487179487178,-0.5883751348515718,-33.71141199743573,-16.815640658059927,3.5731831480022542
3025.6410256410254,1717.9487179487178,-0.5988226499158552,-34.310010517018526,-17.400017540108415,3.647822177525541
3115.3846153846152,1717.9487179487178,-0.6085326703320328,-34.86635370585137,-17.951227941016835,3.7177428024635586
3205.128205128205,1717.9487179487178,-0.6175628399061911,-35.38374431073808,-18.470788614876955,3.7832200732709254
3294.871794871795,1717.9487179487178,-0.625967001702921,-35.86526731203578,-18.960304962856444,3.8445304708117214
3384.6153846153848,1717.9487179487178,-0.6337951241969703,-36.313785692456236,-19.421418283708025,3.9019457641461184
3474.358974358974,1717.9487179487178,-0.641093352503042,-36.731943372317055,-19.855766653672134,3.955728782819078
3564.102564102564,1717.9487179487178,-0.6479041430413002,-37.122172925306884,-20.26495666844902,4.006130652809657
3653.846153846154,1717.9487179487178,-0.6542664507151037,-37.48670630297952,-20.650543697845848,4.0533891307777985
3743.5897435897436,1717.9487179487178,-0.6602159461027287,-37.827587278922984,-21.014018711604976,4.09772774710513
3833.333333333333,1717.9487179487178,-0.6657852466423423,-38.146684694682776,-21.356800104514452,4.139355532453564
3923.076923076923,1717.9487179487178,-0.6710041506790927,-38.445705869672366,-21.680229268589258,4.1784671552108845
4012.8205128205127,1717.9487179487178,-0.675899866875202,-38.72620974540327,-21.98556892801501,4.215243339336847
4102.5641025641025,1717.9487179487178,-0.6804972341414163,-38.989619486628946,-22.27400347198487,4.249851465258007
4192.3076923076915,1717.9487179487178,-0.6848189291632688,-39.237234371723794,-22.546640697241692,4.2824462821392055
4282.051282051281,1717.9487179487178,-0.6888856599531199,-39.470240882398166,-22.804514512497743,4.313170679525804
4371.794871794871,1717.9487179487178,-0.6927163448027911,-39.68972295692903,-23.04858826721211,4.342156481256111
4461.538461538461,1717.9487179487178,-0.6963282766520196,-39.896671407778705,-23.279758453114752,4.369525235733348
4551.282051282051,1717.9487179487178,-0.69973727330825,-40.09199252855492,-23.498858593246,4.395388984969465
4641.025641025641,1717.9487179487178,-0.7029578142157565,-40.27651593030427,-23.70666318420439,4.419851000944221
4730.7692307692305,1717.9487179487178,-0.7060031646228901,-40.45100165577148,-23.903891596090098,4.44300648229211
4820.51282051282,1717.9487179487178,-0.7088854880692644,-40.616146624440326,-24.0912118639794,4.464943207546703
4910.25641025641,1717.9487179487178,-0.7116159481346142,-40.77259046231388,-24.269244326798756,4.485742143453118
5000.0,1717.9487179487178,-0.7142048003757028,-40.92092076951124,-24.438565085869147,4.505478008444518
1500.0,1897.4358974358975,-0.23745357720872548,-13.605087804343805,-2.805988362330891,1.5164013182493725
1589.7435897435898,1897.4358974358975,-0.26186225595368134,-15.003602079920455,-3.4090447095509235,1.5832259651376717
1679.4871794871794,1897.4358974358975,-0.28627143195565347,-16.40214484622547,-4.069659547967863,1.6559513112725994
1769.2307692307693,1897.4358974358975,-0.31045606142738097,-17.78782204404316,-4.780565462552744,1.7336555330364987
1858.974358974359,1897.4358974358975,-0.33421215393015774,-19.148945882174647,-5.533096399418169,1.8152797650051482
1948.7179487179487,1897.4358974358975,-0.3573628629852381,-20.47538380376605,-6.317743632035954,1.8996978366937267
2038.4615384615386,1897.4358974358975,-0.37976223011835625,-21.75877300425777,-7.1247196959012165,1.9857837612852371
2128.205128205128,1897.4358974358975,-0.40129655046093593,-22.9925986745703,-7.944468055837706,2.0724696747917104
2217.948717948718,1897.4358974358975,-0.42188363502383414,-24.172151732503295,-8.768075096044948,2.158789686826867
2307.6923076923076,1897.4358974358975,-0.44147044112153505,-25.294393056042665,-9.58756335845814,2.2439080680211325
2397.4358974358975,1897.4358974358975,-0.46002961795228886,-26.35775555968184,-10.39606517013426,2.327132664381728
2487.1794871794873,1897.4358974358975,-0.47755548986627283,-27.36191405263999,-11.187890464612316,2.4079160357849876
2576.923076923077,1897.4358974358975,-0.49405991133194527,-28.30754774592814,-11.958510720074056,2.4858475327240144
2666.6666666666665,1897.4358974358975,-0.5095683114993839,-29.19611362252235,-12.704483317718573,2.5606395345534034
2756.4102564102564,1897.4358974358975,-0.5241161306277715,-30.02964225969865,-13.423338961730147,2.632110636329307
2846.1538461538457,1897.4358974358975,-0.5377457523348281,-30.810562059872886,-14.113450903825209,2.700167934654071
2935.8974358974356,1897.4358974358975,-0.5505039615398483,-31.5415536014655,-14.773900045100252,2.764789904337199
3025.6410256410254,1897.4358974358975,-0.5624399081325688,-32.22543296572194,-15.4043455142723,2.8260107814982347
3115.3846153846152,1897.4358974358975,-0.5736035270981631,-32.86506121654269,-16.004906554758293,2.8839069187542017
3205.128205128205,1897.4358974358975,-0.5840443520189477,-33.463276419138666,-16.576058666762084,2.938585258277336
3294.871794871795,1897.4358974358975,-0.5938106556458287,-34.022844398402256,-17.118544911946433,2.9901738615085804
3384.6153846153848,1897.4358974358975,-0.6029488545179074,-34.54642462612357,-17.633301963644143,3.038814315036753
3474.358974358974,1897.4358974358975,-0.6115031213776108,-35.036548014013206,-18.12139971015665,3.084655775511637
3564.102564102564,1897.4358974358975,-0.6195151573150925,-35.495603858538054,-18.58399283614336,3.1278504011748813
3653.846153846154,1897.4358974358975,-0.6270240838867107,-35.92583365976541,-19.022282687159876,3.168549927359053
3743.5897435897436,1897.4358974358975,-0.6340664231597372,-36.329329978009056,-19.437487765383167,3.206903166539006
3833.333333333333,1897.4358974358975,-0.6406761403920799,-36.70803887919718,-19.830821339019145,3.2430542425253432
3923.076923076923,1897.4358974358975,-0.6468847297542984,-37.06376484638213,-20.20347482546938,3.277141398395664
4012.8205128205127,1897.4358974358975,-0.6527213281725905,-37.398177302463,-20.556605798183504,3.3092962460513466
4102.5641025641025,1897.4358974358975,-0.6582128461175768,-37.71281810383106,-20.89132965087954,3.339643350517743
4192.3076923076915,1897.4358974358975,-0.6633841071149627,-38.009109533741885,-21.20871412061196,3.3683000637826437
4282.051282051281,1897.4358974358975,-0.6682579900445258,-38.28836245544671,-21.509776018644033,3.3953765411026184
4371.794871794871,1897.4358974358975,-0.6728555700478928,-38.55178438561338,-21.795479644255124,3.420975887578596
4461.538461538461,1897.4358974358975,-0.6771962551922444,-38.80048732457986,-22.06673646243299,3.4451943948095685
4551.282051282051,1897.4358974358975,-0.6812979170283192,-39.03549523677683,-22.32440571380776,3.4681218370079363
4641.025641025641,1897.4358974358975,-0.6851770139121731,-39.25775111654401,-22.569295696516544,3.4898418035151746
4730.7692307692305,1897.4358974358975,-0.6888487064916643,-39.468123605018356,-22.802165517335215,3.51043205056481
4820.51282051282,1897.4358974358975,-0.6923269651384565,-39.66741314553443,-23.02372715562293,3.5299648597225524
4910.25641025641,1897.4358974358975,-0.6956246693719467,-39.85635768019585,-23.234647720404432,3.5485073939612444
5000.0,1897.4358974358975,-0.6987536995018995,-40.03563790061141,-23.43555181000688,3.5661220450231705
1500.0,2076.923076923077,-0.20255057240518096,-11.605292936775864,-2.0443329992666515,1.3764486651440657
1589.7435897435898,2076.923076923077,-0.22443653674352657,-12.859266323936897,-2.5080335444458646,1.4159641051196916
1679.4871794871794,2076.923076923077,-0.24662984621621512,-14.130849290149662,-3.02592928959885,1.459876275857001
1769.2307692307693,2076.923076923077,-0.2689464705290483,-15.409497676254045,-3.59486291130533,1.5078463263375357
1858.974358974359,2076.923076923077,-0.29120749484636255,-16.684960417274244,-4.210210882220366,1.5594120943506453
1948.7179487179487,2076.923076923077,-0.31324481979291374,-17.947606128469992,-4.866130216567067,1.61401414839331
2038.4615384615386,2076.923076923077,-0.33490601385328234,-19.18870112734296,-5.555879479114145,1.6710276820382248
2128.205128205128,2076.923076923077,-0.3560579627604044,-20.40061852819741,-6.272177352121611,1.7297965507052833
2217.948717948718,2076.923076923077,-0.37658913569300095,-21.576968085688424,-7.007560952155045,1.7896658516018842
2307.6923076923076,2076.923076923077,-0.3964104665810181,-22.7126466899041,-7.754711265923997,1.8500101479322637
2397.4358974358975,2076.923076923077,-0.41545499735930586,-23.803817926306987,-8.506722457753968,1.9102554833122276
2487.1794871794873,2076.923076923077,-0.4336765286889281,-24.847834767759743,-9.257302751300934,1.9698944446389293
2576.923076923077,2076.923076923077,-0.45104756775916394,-25.843121992241116,-10.000904750834017,2.028494487423795
2666.6666666666665,2076.923076923077,-0.46755685973422656,-26.789034745161402,-10.732790904075095,2.0857004101638026
2756.4102564102564,2076.923076923077,-0.4832067533551972,-27.68570759947173,-11.449044720225132,2.141232225486731
2846.1538461538457,2076.923076923077,-0.49801059762147704,-28.533905396498508,-12.146540504518544,2.1948797684158623
2935.8974358974356,2076.923076923077,-0.5119903084542662,-29.334883826030644,-12.822884362735865,2.2464952839696832
3025.6410256410254,2076.923076923077,-0.5251741908260052,-30.09026464352822,-13.476337821192741,2.2959850297765088
3115.3846153846152,2076.923076923077,-0.5375950579298613,-30.801927906472052,-14.105733293551538,2.343300682710495
3205.128205128205,2076.923076923077,-0.5492886561701658,-31.471921732963104,-14.710388332959434,2.388431098791403
